external_id;full_name;e_mail;mobile;pays;city;signup_at;status;consent_marketing;deleted_at;suppressed_until;brand_code;notes
CT-000316;Youssef Tazi;caroline.otieno.mar316@vg-eval.test;+212 648150385;MA;Rabat;2026-03-02T03:34:25Z;active;0;;;MARRAKECH;
CT-000187;Salma Bennani;ISAAC.NAIDOO.MAR187@VG-EVAL.TEST;+212 659288163;MA;Meknes;2026-04-07T19:08:22Z;active;1;;;MARRAKECH;
CT-000367;Salma Haddad;sipho.njoroge.mar367@vg-eval.test;+212 649221178;MA;Fes;2026-01-24T17:18:59Z;active;0;;;MARRAKECH;
CT-000713;Salma Benali;diana.benali.mar713@vg-eval.test;+212 648052615;MA;Casablanca;2026-03-28T22:50:52Z;active;false;;;MARRAKECH;
CT-000917;Rachid Zahra;esther.achieng.mar917@vg-eval.test;+212 654976377;MA;Rabat;2026-04-16T23:27:08Z;active;false;;;MARRAKECH;
CT-000846;Layla Elidrissi;john.cheruiyot.mar846@vg-eval.test;+212 620536032;MA;Marrakech;2026-04-17T19:31:38Z;active;f;;;MARRAKECH;
CT-000155;Omar Elidrissi;ann.kimani.kil43328@vg-eval.test;+212 672286908;MA;Agadir;2026-02-08T19:45:47Z;active;0;;;MARRAKECH;
CT-000007;Omar Benali;dennis.zahra.mar7@vg-eval.test;+212 628417644;MA;Meknes;2026-03-15T18:52:45Z;active;Y;;;MARRAKECH;
CT-000839;Youssef Haddad;nancy.otieno.mar839@vg-eval.test;+212 666608219;MA;Casablanca;2026-02-07T18:07:29Z;active;yes;;;MARRAKECH;
CT-000751;Fatima Zahra;daniel.elidrissi.mar751@vg-eval.test;+212 612133269;MA;Meknes;2026-04-13T07:17:06Z;active;no;;;MARRAKECH;
CT-000831;Rachid Zahra;dennis.wafula.mar831@vg-eval.test;+212 638369088;MA;Casablanca;2026-02-12T09:05:32Z;active;no;;;MARRAKECH;
CT-000048;Layla Bennani;brian.mokoena.kil43885@vg-eval.test;+212 647099638;MA;Marrakech;2026-01-01T02:59:57Z;active;f;;;MARRAKECH;
CT-000645;Layla Tazi;sarah.njenga.mar645@vg-eval.test;+212 671407227;MA;Meknes;2026-02-25T19:09:26Z;active;TRUE;;;MARRAKECH;
CT-000668;Rachid Bennani;thandi.tazi.kil77334@vg-eval.test;+212 667378285;MA;Casablanca;2026-02-18T22:11:44Z;active;TRUE;;;MARRAKECH;
CT-000215;Rachid Benali;joan.vermeulen.mar215@vg-eval.test;+212 682116028;MA;Tanger;2026-02-18T13:21:16Z;active;TRUE;;;MARRAKECH;
CT-000613;Fatima Bennani;grace.alaoui.mar613@vg-eval.test;+212 609115733;MA;Oujda;2026-03-31T02:13:47Z;active;true;;;MARRAKECH;
CT-000181;Omar Elidrissi;david.haddad.kil36511@vg-eval.test;+212 675612874;MA;Tanger;2026-04-09T05:24:32Z;active;true;;;MARRAKECH;
CT-000038;Rachid Haddad;ann.okoth.kil57297@vg-eval.test;+212 609930719;MA;Fes;2026-01-22T17:31:15Z;active;TRUE;;;MARRAKECH;
CT-000228;Salma Elidrissi;lucy.barasa.mar228@vg-eval.test;+212 616183912;MA;Fes;2026-02-05T02:02:54Z;active;f;;;MARRAKECH;
CT-000027;Omar Benali;salma.dlamini.mar27@vg-eval.test;+212 683396184;MA;Rabat;2026-01-09T07:17:43Z;active;TRUE;;;MARRAKECH;
CT-000187;Salma Bennani;isaac.naidoo.mar187@vg-eval.test;+212 659288163;MA;Meknes;2026-04-07T19:08:22Z;active;1;;;MARRAKECH;
CT-000612;Omar Benali;dennis.odhiambo.mar612@vg-eval.test;+212 677861943;MA;Agadir;2026-02-14T15:44:45Z;active;false;;;MARRAKECH;
CT-000183;Salma Tazi;isaac.kiptoo.mar183@vg-eval.test;+212 609493401;MA;Agadir;2026-03-24T02:26:43Z;active;no;;;MARRAKECH;
CT-000657;Layla Haddad;dennis.naidoo.kil43775@vg-eval.test;+212 692028405;MA;Casablanca;2026-01-28T17:17:24Z;active;f;;;MARRAKECH;
CT-000788;Layla Zahra;james.naidoo.mar788@vg-eval.test;+212 600402651;MA;Fes;2026-02-23T01:19:48Z;active;false;;;MARRAKECH;
CT-000105;Omar Bennani;peter.benali.mar105@vg-eval.test;+212 639620877;MA;Casablanca;2026-03-23T16:01:27Z;active;Y;;;MARRAKECH;
CT-000256;Omar Elidrissi;kevin.alaoui.mar256@vg-eval.test;+212 664421511;MA;Rabat;2026-02-20T04:02:49Z;active;TRUE;;;MARRAKECH;
CT-000115;Omar Tazi;diana.njenga.mar115@vg-eval.test;+212 657160060;MA;Oujda;2026-01-26T14:22:42Z;active;0;;;MARRAKECH;
CT-000702;Salma Benali;victor.odhiambo.mar702@vg-eval.test;+212 699657625;MA;Marrakech;2026-02-06T15:00:41Z;active;TRUE;;;MARRAKECH;
CT-000851;Layla Tazi;james.fassi.mar851@vg-eval.test;+212 694783078;MA;Rabat;2026-03-16T11:20:27Z;active;TRUE;;;MARRAKECH;
CT-000146;Salma Benali;lucy.achieng.mar146@vg-eval.test;+212 603997843;MA;Meknes;2026-01-02T15:25:51Z;active;false;;;MARRAKECH;
CT-000618;Youssef Elidrissi;johan.mokoena.mar618@vg-eval.test;+212 696588869;MA;Fes;2026-04-12T15:30:52Z;active;false;;;MARRAKECH;
CT-000736;Youssef Elidrissi;pieter.naidoo.kil12352@vg-eval.test;+212 690989955;MA;Casablanca;2026-03-10T22:37:31Z;active;no;;;MARRAKECH;
CT-000567;Rachid Elidrissi;faith.okoth.mar567@vg-eval.test;+212 684694930;MA;Casablanca;2026-04-16T08:38:53Z;active;0;;;MARRAKECH;
CT-000178;Salma Benali;zanele.fassi.mar178@vg-eval.test;+212 679713110;MA;Meknes;2026-01-24T01:11:25Z;active;0;;;MARRAKECH;
CT-000812;Salma Bennani;rose.odhiambo.mar812@vg-eval.test;+212 623159443;MA;Tanger;2026-04-13T21:44:17Z;active;FALSE;;;MARRAKECH;
CT-000576;Youssef Bennani;caroline.mutua.mar576@vg-eval.test;+212 680061109;MA;Tanger;2026-02-21T09:38:56Z;active;0;;;MARRAKECH;
CT-000689;Layla Tazi;salma.otieno.kil70310@vg-eval.test;+212 693859816;MA;Fes;2026-02-15T19:45:47Z;active;0;;;MARRAKECH;
CT-000094;Layla Benali;mercy.bennani.mar94@vg-eval.test;+212 630821001;MA;Meknes;2026-01-30T18:41:32Z;active;false;;;MARRAKECH;
CT-000182;Youssef Tazi;rose.njenga.kil20785@vg-eval.test;+212 677084237;MA;Marrakech;2026-03-25T16:47:23Z;active;TRUE;;;MARRAKECH;
CT-000266;Layla Tazi;sipho.haddad.kil45292@vg-eval.test;+212 636574444;MA;Tanger;2026-03-06T04:13:11Z;active;yes;;;MARRAKECH;
CT-000123;Salma Tazi;michael.kiptoo.mar123@vg-eval.test;+212 694328122;MA;Rabat;2026-02-14T18:16:17Z;active;TRUE;;;MARRAKECH;
CT-000435;Layla Elidrissi;david.wanjiru.kil58228@vg-eval.test;+212 662685652;MA;Fes;2026-02-15T19:30:15Z;active;FALSE;;;MARRAKECH;
CT-000906;Fatima Benali;nancy.kimani.mar906@vg-eval.test;+212 677191803;MA;Oujda;2026-01-30T08:56:09Z;active;0;;;MARRAKECH;
CT-000495;Youssef Elidrissi;thandi.barasa.mar495@vg-eval.test;+212 685472946;MA;Casablanca;2026-02-10T08:45:45Z;active;false;;;MARRAKECH;
CT-000883;Fatima Zahra;amina.wanjiru.kil70185@vg-eval.test;+212 659755486;MA;Agadir;2026-03-20T17:44:09Z;active;1;;;MARRAKECH;
CT-000861;Layla Tazi;david.odhiambo.mar861@vg-eval.test;+212 667213251;MA;Fes;2026-01-19T12:08:31Z;active;true;;;MARRAKECH;
CT-000170;Salma Tazi;mary.nkosi.mar170@vg-eval.test;+212 625677008;MA;Fes;2026-04-07T08:26:34Z;active;no;;;MARRAKECH;
CT-000651;Rachid Elidrissi;mary.bennani.kil51162@vg-eval.test;+212 658168482;MA;Fes;2026-04-09T20:05:41Z;active;false;;;MARRAKECH;
CT-000143;Omar Elidrissi;samuel.naidoo.kil67353@vg-eval.test;+212 665596445;MA;Oujda;2026-02-20T06:55:22Z;active;false;;;MARRAKECH;
CT-000306;Fatima Elidrissi;GRACE.HADDAD.MAR306@VG-EVAL.TEST;+212 625846230;MA;Tanger;2026-02-11T17:27:58Z;active;false;;;MARRAKECH;
CT-000232;Youssef Elidrissi;faith.nkosi.mar232@vg-eval.test;+212 634312373;MA;Casablanca;2026-01-15T17:18:58Z;active;f;;;MARRAKECH;
CT-000452;Fatima Bennani;karim.wanjiru.mar452@vg-eval.test;+212 689006627;MA;Fes;2026-01-03T21:39:09Z;active;false;;;MARRAKECH;
CT-000165;Rachid Haddad;michael.fassi.kil45160@vg-eval.test;+212 676328682;MA;Oujda;2026-02-06T09:18:03Z;active;no;;;MARRAKECH;
CT-000417;Youssef Benali;rose.nkosi.mar417@vg-eval.test;+212 673641627;MA;Marrakech;2026-04-17T16:01:35Z;active;false;;;MARRAKECH;
CT-000536;Salma Elidrissi;victor.benali.mar536@vg-eval.test;+212 664062138;MA;Casablanca;2026-01-23T09:22:34Z;active;f;;;MARRAKECH;
CT-000781;Youssef Haddad;esther.fassi.mar781@vg-eval.test;+212 688486743;MA;Meknes;2026-03-04T21:35:23Z;active;f;;;MARRAKECH;
CT-000610;Salma Elidrissi;alice.wanjiru.mar610@vg-eval.test;+212 650110843;MA;Fes;2026-04-04T08:45:57Z;active;f;;;MARRAKECH;
CT-000641;Fatima Tazi;kevin.tazi.mar641@vg-eval.test;+212 642351983;MA;Rabat;2026-03-05T07:53:12Z;active;true;;;MARRAKECH;
CT-000573;Youssef Haddad;sarah.otieno.kil54068@vg-eval.test;+212 681551984;MA;Tanger;2026-02-06T12:29:29Z;active;f;;;MARRAKECH;
CT-000323;Rachid Haddad;karim.wafula.mar323@vg-eval.test;+212 690291900;MA;Agadir;2026-02-11T10:10:09Z;active;no;;;MARRAKECH;
CT-000234;Rachid Tazi;kevin.cheruiyot.kil55537@vg-eval.test;+212 621713083;MA;Meknes;2026-01-02T18:20:17Z;active;yes;;;MARRAKECH;
CT-000139;Salma Zahra;rachid.otieno.kil58892@vg-eval.test;+212 654445726;MA;Marrakech;2026-02-18T07:22:30Z;active;1;;;MARRAKECH;
CT-000426;Salma Benali;ruth.benali.mar426@vg-eval.test;+212 606908971;MA;Fes;2026-01-04T21:00:17Z;active;TRUE;;;MARRAKECH;
CT-000826;Salma Haddad;nancy.achieng.mar826@vg-eval.test;+212 603810676;MA;Tanger;2026-01-07T16:58:50Z;active;false;;;MARRAKECH;
CT-000053;Youssef Elidrissi;fatima.haddad.mar53@vg-eval.test;+212 661209266;MA;Fes;2026-01-27T14:53:21Z;active;false;;;MARRAKECH;
CT-000548;Omar Tazi;sarah.pretorius.mar548@vg-eval.test;+212 636111936;MA;Meknes;2026-01-30T00:27:33Z;active;true;;;MARRAKECH;
CT-000511;Layla Zahra;simon.cheruiyot.kil50612@vg-eval.test;+212 677382309;MA;Tanger;2026-04-05T02:36:16Z;active;f;;;MARRAKECH;
CT-000305;Youssef Benali;salma.wafula.mar305@vg-eval.test;+212 636363419;MA;Casablanca;2026-02-18T07:03:25Z;active;false;;;MARRAKECH;
CT-000872;Youssef Benali;david.zahra.mar872@vg-eval.test;+212 612644476;MA;Oujda;2026-04-14T20:29:52Z;active;f;;;MARRAKECH;
CT-000532;Youssef Tazi;yassine.dlamini.mar532@vg-eval.test;+212 666559340;MA;Marrakech;2026-02-16T02:27:02Z;active;1;;;MARRAKECH;
CT-000918;Salma Tazi;thandi.wafula.mar918@vg-eval.test;+212 644884902;MA;Meknes;2026-02-14T19:00:02Z;active;false;;;MARRAKECH;

CT-000457;Omar Bennani;lerato.bennani.mar457@vg-eval.test;+212 672232788;MA;Marrakech;2026-02-22T08:25:17Z;active;TRUE;;;MARRAKECH;
CT-000841;Rachid Elidrissi;sipho.bennani.kil37145@vg-eval.test;+212 692546812;MA;Oujda;2026-03-04T18:52:59Z;active;Y;;;MARRAKECH;
CT-000642;Youssef Bennani;mercy.berrada.kil44006@vg-eval.test;+212 667440065;MA;Rabat;2026-03-11T20:18:58Z;active;0;;;MARRAKECH;
CT-000783;Youssef Tazi;fatima.zahra.mar783@vg-eval.test;+212 661604042;MA;Tanger;2026-03-11T16:46:45Z;active;Y;;;MARRAKECH;
CT-000672;Layla Elidrissi;diana.njoroge.mar672@vg-eval.test;+212 659166680;MA;Agadir;2026-03-29T16:57:35Z;active;f;;;MARRAKECH;
CT-000302;Youssef Tazi;salma.nkosi.mar302@vg-eval.test;+212 669497931;MA;Tanger;2026-02-04T14:47:14Z;active;Y;;;MARRAKECH;
CT-000002;Omar Bennani;samuel.kiptoo.mar2@vg-eval.test;+212 663077234;MA;Meknes;2026-03-19T01:29:03Z;active;TRUE;;;MARRAKECH;
CT-000587;Rachid Elidrissi;nancy.alaoui.mar587@vg-eval.test;+212 680813280;MA;Casablanca;2026-02-09T01:01:38Z;active;true;;;MARRAKECH;
CT-000496;Salma Zahra;john.kimani.mar496@vg-eval.test;+212 639647010;MA;Rabat;2026-02-17T10:15:42Z;active;false;;;MARRAKECH;
CT-000324;Omar Tazi;james.benali.kil71008@vg-eval.test;+212 628677872;MA;Rabat;2026-03-20T16:39:11Z;active;true;;;MARRAKECH;
CT-000548;Omar Tazi;sarah.pretorius.mar548@vg-eval.test;+212 636111936;MA;Meknes;2026-01-30T00:27:33Z;active;true;;;MARRAKECH;
CT-000258;Youssef Tazi;salma.alaoui.mar258@vg-eval.test;+212 601889563;MA;Tanger;2026-03-11T08:05:48Z;active;f;;;MARRAKECH;
CT-000205;Salma Zahra;nomsa.tazi.mar205@vg-eval.test;+212 606852677;MA;Agadir;2026-01-24T06:30:57Z;active;no;;;MARRAKECH;
CT-000687;Fatima Benali;amina.kamau.mar687@vg-eval.test;+212 698425333;MA;Casablanca;2026-03-01T21:35:26Z;active;f;;;MARRAKECH;
CT-000438;Fatima Bennani;brian.odhiambo.mar438@vg-eval.test;+212 641366440;MA;Casablanca;2026-03-23T01:22:30Z;active;yes;;;MARRAKECH;
CT-000823;Youssef Zahra;samuel.okoth.mar823@vg-eval.test;+212 637249730;MA;Fes;2026-01-29T14:14:02Z;active;FALSE;;;MARRAKECH;
CT-000309;Layla Elidrissi;rachid.barasa.mar309@vg-eval.test;+212 671178771;MA;Casablanca;2026-04-09T20:29:18Z;active;no;;;MARRAKECH;
CT-000837;Fatima Haddad;joan.vermeulen.kil6182@vg-eval.test;+212 665642964;MA;Marrakech;2026-03-13T10:52:26Z;active;yes;;;MARRAKECH;
CT-000200;Youssef Benali;layla.benali.mar200@vg-eval.test;+212 653818503;MA;Oujda;2026-03-10T00:57:37Z;active;FALSE;;;MARRAKECH;
CT-000249;Salma Tazi;karim.nkosi.mar249@vg-eval.test;+212 608600552;MA;Oujda;2026-02-05T11:19:26Z;active;FALSE;;;MARRAKECH;
CT-000217;Layla Bennani;daniel.achieng.kil46417@vg-eval.test;+212 636779514;MA;Fes;2026-04-04T12:42:58Z;active;1;;;MARRAKECH;
CT-000797;Rachid Elidrissi;layla.dlamini.mar797@vg-eval.test;+212 656175807;MA;Casablanca;2026-04-08T05:07:56Z;active;TRUE;;;MARRAKECH;
CT-000888;Youssef Bennani;brian.benali.kil13079@vg-eval.test;+212 669542105;MA;Fes;2026-04-05T12:17:14Z;active;0;;;MARRAKECH;
CT-000132;Omar Elidrissi;paul.kamau.mar132@vg-eval.test;+212 636549299;MA;Casablanca;2026-04-08T17:00:51Z;active;FALSE;;;MARRAKECH;
CT-000505;Layla Elidrissi;isaac.nkosi.mar505@vg-eval.test;+212 633591979;MA;Rabat;2026-01-19T11:19:43Z;active;TRUE;;;MARRAKECH;
CT-000589;Youssef Benali;omar.kimani.mar589@vg-eval.test;+212 679394428;MA;Casablanca;2026-02-10T20:58:43Z;active;no;;;MARRAKECH;
CT-000900;Youssef Zahra;amina.wanjiru.mar900@vg-eval.test;+212 646900508;MA;Fes;2026-01-29T22:12:56Z;active;0;;;MARRAKECH;
CT-000665;Fatima Haddad;lucy.achieng.mar665@vg-eval.test;+212 615999450;MA;Rabat;2026-04-07T12:02:06Z;active;true;;;MARRAKECH;
CT-000381;Salma Elidrissi;thandi.naidoo.mar381@vg-eval.test;+212 609895796;MA;Rabat;2026-03-06T14:24:42Z;active;true;;;MARRAKECH;
CT-000373;Fatima Zahra;diana.kiptoo.kil70160@vg-eval.test;+212 634646739;MA;Meknes;2026-02-20T19:08:54Z;active;yes;;;MARRAKECH;
CT-967488;Simon Mutua;w7142@vg-eval.test;0712000000;ZZ;City;2026-02-01

CT-000593;Omar Bennani;lucy.achieng.mar593@vg-eval.test;+212 696083368;MA;Oujda;2026-02-19T22:28:24Z;active;1;;;MARRAKECH;
CT-000022;Layla Bennani;david.achieng.mar22@vg-eval.test;+212 669910227;MA;Fes;2026-04-13T00:56:41Z;active;1;;;MARRAKECH;
CT-000886;Omar Haddad;thandi.berrada.mar886@vg-eval.test;+212 674021986;MA;Tanger;2026-03-21T09:44:22Z;active;f;;;MARRAKECH;
CT-000485;Fatima Elidrissi;kevin.barasa.mar485@vg-eval.test;+212 638756591;MA;Oujda;2026-03-11T20:07:52Z;active;TRUE;;;MARRAKECH;
CT-000904;Rachid Bennani;rachid.achieng.kil29926@vg-eval.test;+212 694151761;MA;Marrakech;2026-01-10T01:03:38Z;active;no;;;MARRAKECH;
CT-000406;Layla Zahra;samuel.tazi.kil7901@vg-eval.test;+212 688146642;MA;Tanger;2026-02-07T11:57:16Z;active;true;;;MARRAKECH;
CT-000497;Layla Bennani;thandi.benali.mar497@vg-eval.test;+212 613732081;MA;Agadir;2026-03-12T22:35:08Z;active;Y;;;MARRAKECH;
CT-000441;Rachid Bennani;layla.njenga.mar441@vg-eval.test;+212 617775250;MA;Rabat;2026-01-29T00:37:53Z;active;1;;;MARRAKECH;
CT-000828;Salma Zahra;yassine.njoroge.mar828@vg-eval.test;+212 685495441;MA;Marrakech;2026-01-16T14:48:59Z;active;FALSE;;;MARRAKECH;
CT-000158;Youssef Zahra;rose.wanjiru.mar158@vg-eval.test;+212 677043970;MA;Rabat;2026-02-12T17:36:19Z;active;Y;;;MARRAKECH;
CT-000650;Rachid Zahra;pieter.benali.mar650@vg-eval.test;+212 623729742;MA;Oujda;2026-01-20T23:31:55Z;active;yes;;;MARRAKECH;
CT-974403;Victor Achieng;z9069@vg-eval.test;0712000000;ZZ;City;2026-02-01;active;true
CT-000796;Youssef Haddad;john.wanjiru.mar796@vg-eval.test;+212 644908495;MA;Meknes;2026-03-06T12:05:55Z;active;f;;;MARRAKECH;
CT-000242;Rachid Elidrissi;mercy.kiptoo.mar242@vg-eval.test;+212 670753125;MA;Agadir;2026-04-12T05:06:19Z;active;FALSE;;;MARRAKECH;
CT-000607;Youssef Benali;ruth.zahra.mar607@vg-eval.test;+212 656811890;MA;Meknes;2026-03-31T10:07:27Z;active;false;;;MARRAKECH;
CT-000579;Youssef Benali;kevin.alaoui.mar579@vg-eval.test;+212 607364055;MA;Meknes;2026-03-07T08:37:52Z;active;TRUE;;;MARRAKECH;
CT-000394;Rachid Zahra;victor.wanjiru.mar394@vg-eval.test;+212 613668247;MA;Oujda;2026-01-13T21:58:02Z;active;yes;;;MARRAKECH;
CT-000211;Rachid Elidrissi;samuel.otieno@vg-eval.test;+212 669857439;MA;Tanger;2026-02-18T06:22:54Z;active;TRUE;;;MARRAKECH;
CT-000814;Youssef Zahra;lucy.njenga.mar814@vg-eval.test;+212 692138506;MA;Rabat;2026-01-24T17:54:10Z;active;yes;;;MARRAKECH;
CT-000208;Omar Elidrissi;james.naidoo.mar208@vg-eval.test;+212 643895097;MA;Marrakech;2026-02-08T10:03:53Z;active;true;;;MARRAKECH;
CT-000815;Fatima Haddad;ruth.kimani.mar815@vg-eval.test;+212 649995305;MA;Oujda;2026-03-24T21:07:30Z;active;0;;;MARRAKECH;
CT-000066;Salma Benali;esther.fassi.kil55726@vg-eval.test;+212 667836980;MA;Agadir;2026-01-15T09:41:36Z;active;TRUE;;;MARRAKECH;
CT-000321;Youssef Haddad;simon.mwangi.mar321@vg-eval.test;+212 686108302;MA;Oujda;2026-01-11T00:02:26Z;active;no;;;MARRAKECH;
CT-000549;Fatima Bennani;rose.alaoui.mar549@vg-eval.test;+212 640626175;MA;Rabat;2026-03-09T11:50:39Z;active;false;;;MARRAKECH;
CT-987658;Johan Kimani;z4@vg-eval.test;0712000000;ZZ;City;2026-02-01;active;true
CT-000275;Rachid Benali;zanele.okoth.mar275@vg-eval.test;+212 678429781;MA;Marrakech;2026-01-01T09:55:05Z;active;Y;;;MARRAKECH;
CT-000235;Salma Haddad;karim.njenga.mar235@vg-eval.test;+212 615951923;MA;Tanger;2026-01-26T00:47:03Z;active;0;;;MARRAKECH;
CT-000191;Youssef Benali;joan.barasa.mar191@vg-eval.test;+212 616864375;MA;Marrakech;2026-01-30T04:39:42Z;active;no;;;MARRAKECH;
CT-949922;Dennis Bennani;z2732@vg-eval.test;0712000000;ZZ;City;2026-02-01;active;true
CT-000189;Layla Elidrissi;fatima.elidrissi.mar189@vg-eval.test;+212 688517295;MA;Casablanca;2026-03-06T06:51:22Z;active;TRUE;;;MARRAKECH;
CT-000912;Youssef Bennani;zanele.benali.mar912@vg-eval.test;+212 679857193;MA;Oujda;2026-03-11T23:52:50Z;active;yes;;;MARRAKECH;
CT-000090;Layla Zahra;nomsa.cheruiyot.kil46143@vg-eval.test;+212 667421161;MA;Tanger;2026-01-31T04:48:08Z;active;FALSE;;;MARRAKECH;
CT-000370;Fatima Bennani;faith.berrada.mar370@vg-eval.test;+212 671660851;MA;Fes;2026-03-12T14:19:00Z;active;1;;;MARRAKECH;
CT-000047;Fatima Benali;kevin.kimani.mar47@vg-eval.test;+212 690963152;MA;Rabat;2026-04-05T05:18:06Z;active;1;;;MARRAKECH;
CT-000359;Layla Bennani;sarah.cheruiyot.mar359@vg-eval.test;+212 672648605;MA;Meknes;2026-02-27T12:30:43Z;active;no;;;MARRAKECH;
CT-000413;Omar Benali;fatima.zahra.kil4430@vg-eval.test;+212 691787696;MA;Oujda;2026-03-31T13:53:48Z;active;no;;;MARRAKECH;
CT-000011;Omar Tazi;amina.njoroge.mar11@vg-eval.test;+212 659763238;MA;Casablanca;2026-03-15T13:04:31Z;active;no;;;MARRAKECH;
CT-000353;Salma Elidrissi;alice.fassi.mar353@vg-eval.test;+212 684434785;MA;Meknes;2026-04-11T09:40:14Z;active;Y;;;MARRAKECH;
CT-000887;Youssef Zahra;isaac.vermeulen.mar887@vg-eval.test;+212 607675621;MA;Fes;2026-01-06T15:44:57Z;active;false;;;MARRAKECH;
CT-000044;Omar Tazi;joan.mutua.mar44@vg-eval.test;+212 671205174;MA;Agadir;2026-02-14T17:59:04Z;active;f;;;MARRAKECH;
CT-000660;Rachid Elidrissi;fatima.vermeulen.kil55662@vg-eval.test;+212 644935592;MA;Meknes;2026-01-27T13:51:23Z;active;false;;;MARRAKECH;
CT-000337;Fatima Haddad;amina.naidoo.kil76088@vg-eval.test;+212 645441125;MA;Fes;2026-01-28T01:37:38Z;active;no;;;MARRAKECH;
CT-000461;Salma Elidrissi;yassine.nkosi.mar461@vg-eval.test;+212 623210910;MA;Casablanca;2026-02-18T13:50:54Z;active;f;;;MARRAKECH;
CT-000032;Salma Zahra;rachid.dlamini.mar32@vg-eval.test;+212 659303452;MA;Rabat;2026-02-19T20:53:23Z;active;1;;;MARRAKECH;
CT-000507;Youssef Bennani;pieter.wanjiru.mar507@vg-eval.test;+212 683170432;MA;Casablanca;2026-01-16T03:36:58Z;active;Y;;;MARRAKECH;
CT-984948;Daniel Kamau;z510@vg-eval.test;0712000000;ZZ;City;2026-02-01;active;true
CT-000277;Rachid Benali;david.zahra.mar277@vg-eval.test;+212 652102734;MA;Tanger;2026-03-15T15:56:02Z;active;true;;;MARRAKECH;
CT-000792;Salma Benali;kevin.wafula.mar792@vg-eval.test;+212 608339370;MA;Casablanca;2026-01-14T01:35:23Z;active;f;;;MARRAKECH;
CT-000529;Layla Elidrissi;omar.elidrissi.mar529@vg-eval.test;+212 688902641;MA;Agadir;2026-01-12T06:46:14Z;active;yes;;;MARRAKECH;
CT-000664;Omar Zahra;diana.zahra.mar664@vg-eval.test;+212 681222830;MA;Fes;2026-03-06T02:24:33Z;active;TRUE;;;MARRAKECH;
CT-000236;Layla Bennani;grace.okoth.mar236@vg-eval.test;+212 666172027;MA;Tanger;2026-03-27T08:47:29Z;active;f;;;MARRAKECH;
CT-000750;Omar Zahra;dennis.nkosi.mar750@vg-eval.test;+212 675638594;MA;Tanger;2026-02-07T21:59:59Z;active;FALSE;;;MARRAKECH;
CT-000721;Fatima Benali;lucy.odhiambo.mar721@vg-eval.test;+212 684743478;MA;Meknes;2026-04-09T18:50:15Z;active;FALSE;;;MARRAKECH;
CT-000247;Rachid Elidrissi;paul.tazi.mar247@vg-eval.test;+212 608110568;MA;Casablanca;2026-02-23T04:00:53Z;active;TRUE;;;MARRAKECH;
CT-000365;Youssef Bennani;joan.bennani.mar365@vg-eval.test;+212 600229867;MA;Rabat;2026-02-01T10:35:34Z;active;false;;;MARRAKECH;
CT-000910;Youssef Bennani;omar.zahra.mar910@vg-eval.test;+212 600898821;MA;Fes;2026-02-21T13:15:05Z;active;FALSE;;;MARRAKECH;
CT-000272;Youssef Tazi;rachid.cheruiyot.mar272@vg-eval.test;+212 683050910;MA;Rabat;2026-01-28T18:07:35Z;active;TRUE;;;MARRAKECH;
CT-000472;Rachid Bennani;thandi.kimani.mar472@vg-eval.test;+212 648377015;MA;Agadir;2026-01-24T04:19:16Z;active;FALSE;;;MARRAKECH;
CT-000175;Salma Elidrissi;john.naidoo.mar175@vg-eval.test;+212 681010240;MA;Agadir;2026-03-22T17:36:58Z;active;f;;;MARRAKECH;
CT-000653;Fatima Elidrissi;diana.bennani.mar653@vg-eval.test;+212 664666944;MA;Marrakech;2026-02-13T19:28:43Z;active;1;;;MARRAKECH;
CT-000845;Youssef Haddad;sarah.njoroge.mar845@vg-eval.test;+212 661971300;MA;Meknes;2026-02-28T05:00:52Z;active;f;;;MARRAKECH;
CT-000108;Fatima Zahra;caroline.njenga.kil27099@vg-eval.test;+212 664680405;MA;Tanger;2026-01-02T11:36:45Z;active;false;;;MARRAKECH;
CT-000490;Layla Tazi;omar.bennani.kil5766@vg-eval.test;+212 615348097;MA;Marrakech;2026-01-21T14:13:18Z;active;FALSE;;;MARRAKECH;
CT-000738;Fatima Benali;ruth.alaoui.kil11932@vg-eval.test;+212 606040153;MA;Tanger;2026-01-17T23:52:25Z;active;false;;;MARRAKECH;
CT-000389;Salma Tazi;george.fassi.mar389@vg-eval.test;+212 676148683;MA;Oujda;2026-04-09T12:22:19Z;active;false;;;MARRAKECH;
CT-000107;Layla Elidrissi;james.wanjiru.mar107@vg-eval.test;+212 658361091;MA;Rabat;2026-01-16T19:25:01Z;active;false;;;MARRAKECH;
CT-000570;Salma Bennani;david.bennani.kil68144@vg-eval.test;+212 650273091;MA;Meknes;2026-01-09T22:33:14Z;active;f;;;MARRAKECH;
CT-000516;Rachid Haddad;ruth.kamau.kil29385@vg-eval.test;+212 606121380;MA;Fes;2026-02-24T09:26:03Z;active;false;;;MARRAKECH;
CT-000357;Rachid Bennani;omar.wafula.mar357@vg-eval.test;+212 675397274;MA;Meknes;2026-03-21T00:16:30Z;active;FALSE;;;MARRAKECH;
CT-000160;Youssef Tazi;thandi.odhiambo.mar160@vg-eval.test;+212 674060684;MA;Tanger;2026-02-26T21:35:43Z;active;TRUE;;;MARRAKECH;
