external_id,full_name,email,phone,country,city,signup_at,status,consent_marketing,deleted_at,suppressed_until,brand_code,notes
CT-054146,Nancy Mokoena,ann.kamau.kil52015@vg-eval.test,025729228093,RW,Malindi,2026-03-02,active,Y,,,KILELE,opted in at checkout
CT-022537,Mary Bennani,amina.cheruiyot.kil21679@vg-eval.test,0706553210,KE,Thika,2026-03-19T02:28:06Z,active,0,,,KILELE,imported from legacy CRM 2025
CT-007565,Brian Otieno,ruth.bennani.kil7267@vg-eval.test,0728479200,TZ,Kisumu,2026-04-19T22:20:57Z,active,Y,,,KILELE,
CT-070953,Samuel Pretorius,rose.nkosi.kil68127@vg-eval.test,0716067579,ke ,Thika,2026-03-06T18:27:51Z,active,Y,,,KILELE,opted in at checkout
CT-064808,Faith Berrada,salma.alaoui.kil62230@vg-eval.test,254-711-945171,ET,Machakos,2026-04-12T10:58:57Z,active,,,,KILELE,
CT-044724,Ruth Elidrissi,esther.wafula.kil42974@vg-eval.test,254-700-942500,RW,Nakuru,2026-04-02T19:10:18Z,active,yes,,,KILELE,loyalty tier: silver
CT-067492,Layla Vermeulen,zanele.alaoui.kil64803@vg-eval.test,254-714-464013,KE,Malindi,2026-02-22T10:02:31Z,pending,1,,,KILELE,loyalty tier: silver
CT-025401,Peter Wanjiru,david.mwangi.kil24440@vg-eval.test,0709920082,KE,Machakos,2026-03-11T00:13:55Z,active,true,,,KILELE,referral programme member
CT-001973,Sipho Naidoo,faith.dlamini.kil1893@vg-eval.test,0710863162,KE,Kericho,2026-02-22T03:39:27Z,unsubscribed,1,,,KILELE,loyalty tier: silver
CT-003551,Mercy Vermeulen,grace.fassi.kil3406@vg-eval.test,+254 721 279 818,KE,Machakos,2026-04-03T16:57:40Z,active,1,,,KILELE,
CT-031557,Amina Tazi,ruth.elidrissi.kil30341@vg-eval.test,0731237869,KE,Nakuru,2026-03-21T20:00:18Z,active,Y,,,KILELE,app install cohort Q1
CT-000571,Pieter Benali,george.okoth.kil557@vg-eval.test,+254 737 756 953,UG,Kericho,2026-03-15T11:13:02Z,active,yes,,,KILELE,referral programme member
CT-044345,Rose Mwangi,layla.njoroge.kil42609@vg-eval.test,0703849469,KE,Malindi,2026-01-21T20:20:13Z,active,,,,KILELE,loyalty tier: silver
CT-053834,Ruth Dlamini,peter.otieno.kil51719@vg-eval.test,025735630416,RW,Eldoret,2026-03-18T18:28:25Z,active,1,,,KILELE,app install cohort Q1
CT-071984,John Mokoena,michael.benali.kil69118@vg-eval.test,254-724-424952,KE,Nairobi,2026-03-19T02:46:52Z,active,1,,,KILELE,loyalty tier: silver
CT-071935,John Kimani,james.njenga.kil69073@vg-eval.test,+254 731 928 545,KE,Thika,2026-04-17T14:01:32Z,pending,1,,,KILELE,app install cohort Q1
CT-077203,Simon Naidoo,alice.njoroge.kil74104@vg-eval.test,,KE,Kericho,2026-02-22T17:39:56Z,active,,,,KILELE,
CT-005668,Lerato Pretorius,,254-720-302122,KE,Nakuru,2026-02-08T07:55:28Z,active,TRUE,,,KILELE,referral programme member
CT-035991,Lerato Odhiambo,lerato.barasa.kil34582@vg-eval.test,+254 715 228 355,KE,Thika,2026-03-07T22:20:24Z,active,TRUE,,,KILELE,app install cohort Q1
CT-057251,Dennis Pretorius,diana.vermeulen.kil54965@vg-eval.test,,KE,Nairobi,2026-03-11T18:20:57Z,active,TRUE,,,KILELE,imported from legacy CRM 2025
CT-051792,Sarah Haddad,kevin.njenga.kil49760@vg-eval.test,254-700-127501,ET,Nairobi,2026-02-22T03:54:34Z,active,TRUE,,,KILELE,acquired via web signup
CT-041214,Sipho Pretorius,mercy.njenga.kil39592@vg-eval.test,025710806828,KE,Eldoret,2026-03-09T09:51:21Z,active,,,,KILELE,
CT-058032,Alice Elidrissi,bad@ vg-eval.test,254-705-850851,KE,Mombasa,2026-02-19T11:41:48Z,unsubscribed,,,,KILELE,loyalty tier: silver
CT-068807,Lucy Njenga,esther.berrada.kil66070@vg-eval.test,+254 732 364 992,TZ,Eldoret,2026-03-17T21:52:39Z,active,TRUE,,,KILELE,app install cohort Q1
CT-055757,Ruth Elidrissi,esther.barasa.kil53550@vg-eval.test,0703476856,KE,Mombasa,2026-01-27T01:57:28Z,active,yes,,,KILELE,
CT-056283,Karim Wanjiru,mary.njoroge.kil54052@vg-eval.test,+254 733 735 933,KE,Nyeri,2026-01-08T01:54:06Z,unsubscribed,TRUE,,,KILELE,acquired via web signup
CT-034832,Amina Njoroge,samuel.kimani.kil33472@vg-eval.test,254-737-140741,ET,Eldoret,2026-01-03,active,yes,,,KILELE,app install cohort Q1
CT-080378,Alice Barasa,nomsa.naidoo.kil77158@vg-eval.test,025719192629,TZ,Eldoret,2026-01-01T09:29:18Z,active,yes,,,KILELE,acquired via web signup
CT-020879,Thandi Vermeulen,paul.haddad.kil20094@vg-eval.test,+254 725 537 166,KE,Nakuru,2026-01-14T21:56:48Z,active,yes,,,KILELE,
CT-007589,Brian Elidrissi,thandi.fassi.kil7290@vg-eval.test,0712177315,TZ,Kisumu,2026-04-06T16:02:03Z,active,FALSE,,,KILELE,
CT-008690,Rose Pretorius,brian.fassi.kil8350@vg-eval.test,025736433737,KE,Malindi,2026-01-03T16:31:34Z,bounced,true,,,KILELE,loyalty tier: silver
CT-069346,George Elidrissi,salma.haddad.kil66586@vg-eval.test,025737740460,UG,Nairobi,2026-02-18T23:08:14Z,active,no,,,KILELE,
CT-026435,Karim Naidoo,peter.wanjiru.kil25432@vg-eval.test,+254 730 805 989,KE,Thika,2026-02-19T11:10:30Z,active,yes,,,KILELE,
CT-076776,Alice Wafula,michael.wanjiru.kil73699@vg-eval.test,254-728-495922,,Thika,2026-01-25T17:50:32Z,unsubscribed,Y,,,KILELE,imported from legacy CRM 2025
CT-076697,Yassine Njoroge,paul.okoth.kil73625@vg-eval.test,0736391974,KE,Nyeri,2026-01-09T09:54:49Z,active,true,,,KILELE,opted in at checkout
CT-016613,Thandi Benali,nancy.zahra.kil15986@vg-eval.test,0717398185,KE,Kericho,2026-01-12T17:59:43Z,active,,,,KILELE,
CT-054719,Rachid Elidrissi,paul.barasa.kil52558@vg-eval.test,+254 724 371 627,KE,Thika,2026-03-23T05:57:33Z,pending,1,,,KILELE,acquired via web signup
CT-029575,Kevin Barasa,lerato.benali.kil28456@vg-eval.test,+254 701 859 385,UG,Nakuru,2026-03-07T21:07:57Z,active,true,,,KILELE,app install cohort Q1
CT-049292,Ruth Tazi,johan.otieno.kil47364@vg-eval.test,254-729-516942,KE,Nakuru,2026-04-20T09:31:58Z,active,f,,,KILELE,
CT-063836,Simon Dlamini,rachid.okoth.kil61301@vg-eval.test,254-713-656912,KE,Eldoret,2026-04-06T23:48:48Z,active,TRUE,,,KILELE,imported from legacy CRM 2025
CT-043152,Brian Zahra,,254-701-170358,KE,Malindi,2026-03-24T04:01:51Z,unsubscribed,1,,,KILELE,loyalty tier: silver
CT-029572,James Benali,yassine.barasa.kil28455@vg-eval.test,254-736-853758,KE,Malindi,2026-04-14T21:54:11Z,active,Y,,,KILELE,
CT-058722,Simon Bennani,lerato.elidrissi.kil56385@vg-eval.test,025717265601,KE,Thika,2026-04-19T23:33:36Z,active ,f,,,KILELE,
CT-067869,Sarah Berrada,paul.kamau.kil65171@vg-eval.test,0736687513,KE,Thika,2026-03-27T20:15:48Z,active,1,,,KILELE,imported from legacy CRM 2025
CT-015757,Salma Mokoena,double@@vg-eval.test,0715240191,KE,Malindi,2026-03-14T06:04:14Z,active,1,,,KILELE,
CT-077993,Faith Tazi,sarah.njenga.kil74865@vg-eval.test,0701181500,KE,Thika,2026-02-20T20:25:37Z,active,true,,,KILELE,acquired via web signup
CT-042832,James Vermeulen,nomsa.vermeulen.kil41152@vg-eval.test,254-714-951829,UG,Malindi,2026-04-03T11:56:58Z,active,1,,,KILELE,
CT-069674,Isaac Njenga,caroline.elidrissi.kil66902@vg-eval.test,025727449012,KE,Eldoret,2026-03-06T14:06:04Z,active,f,,,KILELE,
CT-059070,Diana Mokoena,nancy.kimani.kil56718@vg-eval.test,025739177679,TZ,Kisumu,2026-01-05T07:25:54Z,active,yes,,,KILELE,loyalty tier: silver
CT-065698,Ruth Pretorius,ruth.vermeulen.kil63084@vg-eval.test,025705485307,-,Mombasa,2026-04-07T21:26:22Z,bounced,true,,,KILELE,referral programme member
CT-056261,Mary Vermeulen,john.kamau.kil54030@vg-eval.test,0718273028,KE,Nairobi,2026-02-21T15:31:44Z,bounced,TRUE,,,KILELE,
CT-065164,Nomsa Vermeulen,salma.barasa.kil62573@vg-eval.test,254-722-920434,TZ,Machakos,2026-03-06T19:22:57Z,active,no,,,KILELE,
CT-022408,Fatima Pretorius,michael.barasa.kil21560@vg-eval.test,254-732-330781,UG,Thika,2026-01-18T10:18:23Z,active,,,,KILELE,app install cohort Q1
CT-038251,Rachid Cheruiyot,isaac.elidrissi.kil36745@vg-eval.test,+254 723 306 431,KE,Kisumu,2026-03-16T05:19:16Z,active,yes,,,KILELE,acquired via web signup
CT-060818,George Tazi,fatima.alaoui.kil58393@vg-eval.test,,SS,Nairobi,2026-03-28T18:44:53Z,active,yes,,,KILELE,
CT-019138,Alice Wafula,kevin.tazi.kil18429@vg-eval.test,,KE,Mombasa,2026-02-08T04:21:43Z,active,TRUE,,,KILELE,imported from legacy CRM 2025
CT-008302,Grace Kamau,fatima.pretorius.kil7978@vg-eval.test,025727611736,KE,Mombasa,2026-04-03T22:01:16Z,active,TRUE,,,KILELE,app install cohort Q1
CT-023196,Lerato Naidoo,mercy.pretorius.kil22317@vg-eval.test,254-727-538736,ET,Thika,2026-02-04T06:27:59Z,Active,TRUE,,,KILELE,
CT-026414,Kevin Kamau,thandi.berrada.kil25412@vg-eval.test,025728026276,\N,Eldoret,2026-02-28T11:10:01Z,active,yes,,,KILELE,
CT-062620,Rachid Benali,michael.pretorius.kil60142@vg-eval.test,254-722-559667,TZ,Eldoret,2026-01-13T01:59:00Z,active,FALSE,,,KILELE,
CT-028059,Amina Cheruiyot,thandi.odhiambo.kil26996@vg-eval.test,+254 726 012 995,ET,Machakos,2026-01-08T08:31:35Z,active,1,,,KILELE,imported from legacy CRM 2025
CT-013298,Sarah Wafula,esther.bennani.kil12785@vg-eval.test,,KE,Machakos,2026-02-21T18:35:48Z,active,yes,,,KILELE,app install cohort Q1
CT-047509,Nancy Kamau,george.wanjiru.kil45653@vg-eval.test,0733047711,ET,Malindi,2026-02-04T08:08:21Z,ACTIVE,Y,,,KILELE,referral programme member
CT-037897,Alice Kiptoo,pieter.elidrissi.kil36411@vg-eval.test,0724589035,,Kisumu,2026-03-18T08:49:44Z,active,TRUE,,,KILELE,
CT-039361,Ruth Achieng,samuel.mwangi.kil37811@vg-eval.test,0708434501,TZ,Thika,2026-01-01T08:33:18Z,active,yes,,,KILELE,acquired via web signup
CT-000017,Zanele Zahra,george.wanjiru.kil17@vg-eval.test,0728010609,ET,Nakuru,2026-01-09T11:56:45Z,active,1,,,KILELE,imported from legacy CRM 2025
CT-011794,Rose Wafula,esther.kimani.kil11338@vg-eval.test,025726803048,RW,Nyeri,2026-02-04T21:52:08Z,active,Y,,,KILELE,imported from legacy CRM 2025
CT-019179,Lerato Wafula,isaac.vermeulen.kil18470@vg-eval.test,+254 702 869 804,\N,Nakuru,2026-04-04T11:42:40Z,unsubscribed,TRUE,,,KILELE,acquired via web signup
CT-010752,Ann Okoth,peter.kiptoo.kil10340@vg-eval.test,254-711-946252,KE,Kericho,2026-01-15T10:15:37Z,active,yes,,,KILELE,
CT-070585,James Wafula,salma.pretorius.kil67769@vg-eval.test,0708510053,TZ,Kericho,2026-04-19T23:47:05Z,active,FALSE,,,KILELE,referral programme member
CT-032482,Nomsa Haddad,yassine.mokoena.kil31221@vg-eval.test,,KE,Machakos,2026-03-07T19:50:30Z,active,TRUE,,,KILELE,app install cohort Q1
CT-066319,Rose Benali,victor.nkosi.kil63683@vg-eval.test,+254 720 601 641,KE,Thika,2026-04-01T02:25:11Z,active,,,,KILELE,
CT-029266,Karim Otieno,mary.fassi.kil28154@vg-eval.test,025709559619,KE,Eldoret,2026-02-18T00:59:23Z,active,1,,,KILELE,loyalty tier: silver
CT-009921,Fatima Zahra,kevin.bennani.kil9537@vg-eval.test,,RW,Kisumu,2026-01-08T06:17:13Z,active,1,,,KILELE,app install cohort Q1
CT-000471,Yassine Okoth,rose.wanjiru.kil459@vg-eval.test,,TZ,Thika,2026-03-18T09:20:50Z,active,,,,KILELE,
CT-064548,Johan Fassi,ann.alaoui.kil61980@vg-eval.test,254-733-559458,KE,Kisumu,2026-02-24T16:20:40Z,active,true,,,KILELE,
CT-035917,Rachid Fassi,peter.kiptoo.kil34510@vg-eval.test,0739499010,KE,Mombasa,2026-01-18T11:54:10Z,active,yes,,,KILELE,acquired via web signup
CT-079913,Faith Alaoui,victor.naidoo.kil76713@vg-eval.test,0702957423,KE,Nairobi,2026-03-27T15:32:09Z,active,FALSE,,,KILELE,imported from legacy CRM 2025
CT-020625,Faith Dlamini,,0724897477,KE,Nairobi,2026-04-01T16:20:09Z,unsubscribed,yes,,,KILELE,
CT-004848,David Wafula,layla.cheruiyot.kil4653@vg-eval.test,254-728-574128,KE,Eldoret,2026-04-17T15:40:57Z,active,TRUE,,,KILELE,
CT-033413,Lucy Mokoena,daniel.vermeulen.kil32117@vg-eval.test,0736723918,RW,Nakuru,2026-04-14T20:12:52Z,active,,,,KILELE,referral programme member
CT-036091,Amina Okoth,daniel.cheruiyot.kil34673@vg-eval.test,+254 723 203 708,KE,Nakuru,2026-01-21T03:57:33Z,active,1,,,KILELE,opted in at checkout
CT-024727,Rachid Fassi,layla.kamau.kil23789@vg-eval.test,,KE,Nyeri,2026-02-11T08:04:56Z,active,Y,,,KILELE,app install cohort Q1
CT-041764,Sipho Kamau,sarah.otieno.kil40120@vg-eval.test,254-725-378420,KE,Nairobi,2026-04-11T20:31:11Z,active,yes,,,KILELE,loyalty tier: silver
CT-031472,Sipho Vermeulen,victor.wafula.kil30260@vg-eval.test,,KE,Machakos,2026-03-11T14:58:55Z,active,true,,,KILELE,referral programme member
CT-018884,Alice Dlamini,alice.zahra.kil18182@vg-eval.test,254-728-652779,KE,Thika,2026-03-10T07:06:20Z,active,true,,,KILELE,opted in at checkout
CT-042242,Victor Kiptoo,lerato.odhiambo.kil40582@vg-eval.test,025724897431,KE,Nyeri,2026-03-15T00:34:02Z,active,Y,,,KILELE,opted in at checkout
CT-055792,Zanele Zahra,nomsa.zahra.kil53582@vg-eval.test,254-705-422437,KE,Eldoret,2026-02-11T06:33:12Z,unsubscribed,,,,KILELE,
CT-030473,Fatima Naidoo,lucy.haddad.kil29304@vg-eval.test,0732933466,TZ,Eldoret,2026-01-19T11:16:04Z,active,TRUE,,,KILELE,
CT-041532,Daniel Zahra,daniel.pretorius.kil39894@vg-eval.test,254-734-160059,UG,Eldoret,2026-03-30T03:48:23Z,ACTIVE,,,,KILELE,loyalty tier: silver
CT-009749,David Wafula,lerato.elidrissi.kil9371@vg-eval.test,,TZ,Malindi,2026-03-29T17:34:51Z,active,,,,KILELE,
CT-047946,Ruth Kiptoo,omar.okoth.kil46066@vg-eval.test,025722534067,ET,Machakos,2026-02-03T17:00:57Z,active,FALSE,,,KILELE,referral programme member
CT-063546,Simon Cheruiyot,omar.elidrissi.kil61026@vg-eval.test,025713427693,KE,Machakos,2026-02-07T16:44:11Z,active,0,,,KILELE,loyalty tier: silver
CT-040313,Omar Okoth,simon.kimani.kil38724@vg-eval.test,0722855891,KE,Malindi,2026-04-10T04:24:40Z,unsubscribed,yes,,,KILELE,imported from legacy CRM 2025
CT-019599,Yassine Okoth,amina.nkosi.kil18860@vg-eval.test,+254 718 468 498,KE,Mombasa,2026-01-21T22:54:54Z,active,,,,KILELE,app install cohort Q1
CT-016079,Paul Wanjiru,mercy.okoth.kil15473@vg-eval.test,+254 711 410 882,KE,Eldoret,2026-02-27T11:09:32Z,unsubscribed,true,,,KILELE,imported from legacy CRM 2025
CT-045117,Sarah Barasa,salma.kimani.kil43348@vg-eval.test,0716823167,KE,Eldoret,2026-04-16T03:12:18Z,active,,,,KILELE,
CT-008271,Yassine Kiptoo,lucy.alaoui.kil7947@vg-eval.test,+254 715 785 147,KE,Nakuru,2026-01-12T03:43:25Z,active,1,,,KILELE,referral programme member
CT-053459,Amina Cheruiyot,karim.tazi.kil51358@vg-eval.test,+254 710 961 366,ET,Malindi,2026-02-05T03:25:16Z,active,FALSE,,,KILELE,app install cohort Q1
CT-049335,James Berrada,esther.odhiambo.kil47402@vg-eval.test,+254 717 244 109,ET,Nairobi,2026-01-13T01:28:07Z,active,yes,,,KILELE,loyalty tier: silver
CT-033263,Alice Njenga,samuel.cheruiyot.kil31971@vg-eval.test,+254 724 432 052,KE,Machakos,2026-02-03T04:40:04Z,active,,,,KILELE,referral programme member
CT-067035,David Cheruiyot,karim.mwangi.kil64369@vg-eval.test,+254 701 547 354,KE,Mombasa,2026-01-12T14:39:29Z,bounced,true,,,KILELE,referral programme member
CT-078506,Dennis Njenga,caroline.wafula.kil75361@vg-eval.test,025706298897,UG,Malindi,2026-04-17T04:19:12Z,active,true,,,KILELE,
CT-029764,Isaac Zahra,pieter.naidoo.kil28635@vg-eval.test,254-738-844680,UG,Malindi,2026-03-07T09:36:47Z,active,true,,,KILELE,imported from legacy CRM 2025
CT-063977,Peter Zahra,samuel.vermeulen.kil61435@vg-eval.test,0726758946,TZ,Kericho,2026-01-17T21:31:56Z,active,TRUE,,,KILELE,loyalty tier: silver
CT-012692,Lerato Otieno,daniel.alaoui.kil12205@vg-eval.test,254-733-047833,KE,Kisumu,2026-04-08T10:13:58Z,bounced,yes,,,KILELE,imported from legacy CRM 2025
CT-065235,Faith Otieno,david.fassi.kil62643@vg-eval.test,+254 721 171 009,UG,Machakos,2026-02-03T10:44:37Z,active,TRUE,,,KILELE,
CT-043575,Simon Mwangi,sarah.bennani.kil41865@vg-eval.test,+254 705 071 363,null,Nyeri,2026-03-18T17:03:03Z,unsubscribed,true,,,KILELE,imported from legacy CRM 2025
CT-027089,Daniel Njoroge,michael.benali.kil26062@vg-eval.test,0713259365,ET,Nairobi,2026-01-08T11:06:05Z,active,,,,KILELE,loyalty tier: silver
CT-057435,Rachid Benali,layla.kiptoo.kil55141@vg-eval.test,+254 700 919 092,KE,Thika,2026-03-24T00:42:36Z,active,TRUE,,,KILELE,loyalty tier: silver
CT-055124,Paul Mutua,simon.mutua.kil52939@vg-eval.test,254-722-919485,KE,Eldoret,2026-03-12T20:41:26Z,unsubscribed,f,,,KILELE,loyalty tier: silver
CT-033403,Caroline Kiptoo,faith.elidrissi.kil32108@vg-eval.test,+254 705 683 696,KE,Malindi,2026-01-14T10:25:56Z,unsubscribed,FALSE,,,KILELE,referral programme member
CT-020841,Caroline Benali,johan.cheruiyot.kil20056@vg-eval.test,0727636066,ET,Malindi,2026-03-12T07:16:38Z,active,true,,,KILELE,acquired via web signup
CT-004948,Brian Wanjiru,nomsa.kimani.kil4751@vg-eval.test,254-709-679011,KE,Malindi,2026-02-10T22:10:52Z,unsubscribed,true,,,KILELE,
CT-075427,Alice Mutua,salma.fassi.kil72410@vg-eval.test,+254 700 718 238,KE,Nakuru,2026-02-07T19:30:15Z,active,yes,,,KILELE,opted in at checkout
CT-073163,Esther Haddad,dennis.kimani.kil70253@vg-eval.test,+254 737 624 674,KE,Nairobi,2026-01-17T23:10:04Z,active,TRUE,,,KILELE,
CT-004530,Mercy Vermeulen,james.barasa.kil4350@vg-eval.test,025736009675,KE,Nyeri,2026-01-18T11:18:23Z,unsubscribed,TRUE,,,KILELE,acquired via web signup
CT-050807,Lerato Kimani,victor.achieng.kil48818@vg-eval.test,+254 710 298 247,ET,Kericho,2026-02-17T10:44:25Z,active,true,,,KILELE,acquired via web signup
CT-026358,Dennis Vermeulen,nomsa.cheruiyot.kil25359@vg-eval.test,025718022596,TZ,Kisumu,2026-04-14T14:38:23Z,active,Y,,,KILELE,
CT-072843,Brian Bennani,nancy.naidoo.kil69943@vg-eval.test,+254 717 440 399,KE,Nairobi,2026-04-04T13:33:29Z,active,Y,,,KILELE,imported from legacy CRM 2025
CT-047259,Sipho Odhiambo,omar.zahra.kil45410@vg-eval.test,+254 726 988 726,UG,Machakos,2026-04-09T20:05:51Z,active ,yes,,,KILELE,imported from legacy CRM 2025
CT-046350,Kevin Alaoui,lucy.mwangi.kil44536@vg-eval.test,025731630178,KE,Kisumu,2026-02-20T03:55:55Z,active,yes,,,KILELE,app install cohort Q1
CT-053801,John Okoth,nomsa.mutua.kil51687@vg-eval.test,0705235909,KE,Machakos,2026-01-13T11:49:44Z,active,no,,,KILELE,loyalty tier: silver
CT-007858,Faith Zahra,daniel.pretorius.kil7548@vg-eval.test,025733081524,KE,Kericho,2026-01-15T07:50:02Z,active,1,,,KILELE,opted in at checkout
CT-026259,Mercy Fassi,amina.mwangi.kil25263@vg-eval.test,+254 707 763 041,ET,Eldoret,2026-04-13T14:10:58Z,active,Y,,,KILELE,app install cohort Q1
CT-023295,Nancy Bennani,pieter.wafula.kil22414@vg-eval.test,+254 727 078 501,KE,Mombasa,2026-03-15T19:59:47Z,bounced,yes,,,KILELE,
CT-949833,Karim Tazi,x1483@vg-eval.test,0712000000,KE,Nairobi,2026-02-01,active,true
CT-036824,Sarah Mokoena,faith.wafula.kil35384@vg-eval.test,254-721-416780,KE,Mombasa,2026-01-02,active,f,,,KILELE,acquired via web signup
CT-059087,Mercy Wanjiru,nomsa.mokoena.kil56735@vg-eval.test,+254 716 990 073,KE,Kisumu,2026-03-02T06:50:38Z,active,yes,,,KILELE,
CT-013049,Diana Otieno,sarah.tazi.kil12547@vg-eval.test,0727277692,KE,Eldoret,2026-01-26T18:49:13Z,active,true,,,KILELE,
CT-032343,Lerato Wafula,zanele.bennani.kil31089@vg-eval.test,+254 707 561 098,TZ,Malindi,2026-02-10T12:33:30Z,active,,,,KILELE,
CT-046568,Amina Zahra,salma.elidrissi.kil44748@vg-eval.test,,KE,Thika,2026-03-19T08:26:17Z,active,TRUE,,,KILELE,loyalty tier: silver
CT-051435,Grace Wanjiru,ann.naidoo.kil49420@vg-eval.test,+254 722 498 216,RW,Kisumu,2026-03-12T14:29:26Z,active,true,,,KILELE,referral programme member
CT-005165,Esther Alaoui,karim.tazi.kil4957@vg-eval.test,0717232425,UG,Nairobi,2026-02-16T14:40:40Z,active,1,,,KILELE,
CT-016253,Yassine Alaoui,thandi.mokoena.kil15639@vg-eval.test,0725168516,KE,Nyeri,2026-03-15T20:16:44Z,pending,TRUE,,,KILELE,acquired via web signup
CT-005819,Mary Achieng,ann.barasa.kil5589@vg-eval.test,+254 707 307 234,KE,Nyeri,2026-02-21T22:04:54Z,unsubscribed,1,,,KILELE,
CT-062423,George Otieno,lerato.zahra.kil59952@vg-eval.test,+254 723 083 155,KE,Mombasa,2026-03-30T23:39:40Z,bounced,f,,,KILELE,acquired via web signup
CT-070281,Yassine Barasa,george.tazi.kil67476@vg-eval.test,0707540159,KE,Nakuru,2026-02-04T04:44:02Z,active,1,,,KILELE,
CT-076449,Thandi Okoth,karim.cheruiyot.kil73386@vg-eval.test,0708986427,KE,Nyeri,2026-02-07T00:22:16Z,active,FALSE,,,KILELE,referral programme member
CT-033994,Samuel Mokoena,daniel.njenga.kil32673@vg-eval.test,025714938590,KE,Nairobi,2026-04-17T10:05:39Z,active,yes,,,KILELE,referral programme member
CT-053601,Joan Elidrissi,sipho.cheruiyot.kil51495@vg-eval.test,0709208941,KE,Nakuru,2026-03-03T08:20:35Z,active,true,,,KILELE,loyalty tier: silver
CT-032144,Joan Tazi,zanele.barasa.kil30899@vg-eval.test,254-728-562769,KE,Nairobi,2026-04-19T21:56:17Z,active,false,,,KILELE,loyalty tier: silver
CT-033461,Daniel Vermeulen,lerato.kimani.kil32161@vg-eval.test,0727603512,TZ,Nairobi,2026-04-04T22:37:00Z,active,,,,KILELE,imported from legacy CRM 2025
CT-006519,George Nkosi,john.kimani.kil6260@vg-eval.test,+254 727 942 524,RW,Nakuru,2026-02-16T14:30:45Z,active,1,,,KILELE,
CT-001208,Diana Njenga,dennis.alaoui.kil1167@vg-eval.test,254-728-319743,ET,Nyeri,2026-02-25T12:50:49Z,active,0,,,KILELE,
CT-026960,Kevin Mokoena,pieter.haddad.kil25936@vg-eval.test,254-710-808431,UG,Nakuru,2026-03-12T15:40:18Z,Active,yes,,,KILELE,loyalty tier: silver
CT-046173,Alice Vermeulen,fatima.dlamini.kil44365@vg-eval.test,0727107273,KE,Nakuru,2026-02-02T03:49:57Z,active,Y,,,KILELE,
CT-003894,Simon Mutua,diana.okoth.kil3735@vg-eval.test,,KE,Nairobi,2026-02-03T05:41:47Z,active,yes,,,KILELE,
CT-001637,Nancy Achieng,nomsa.fassi.kil1573@vg-eval.test,0733484209,RW,Mombasa,2026-02-17T21:52:13Z,active,no,,,KILELE,imported from legacy CRM 2025
CT-079036,Omar Berrada,michael.dlamini.kil75874@vg-eval.test,254-723-395350,KE,Nyeri,2026-02-16T04:53:09Z,active,FALSE,,,KILELE,imported from legacy CRM 2025
CT-015214,Ruth Mutua,george.mwangi.kil14648@vg-eval.test,025711849795,RW,Machakos,2026-02-28T06:09:10Z,active,yes,,,KILELE,app install cohort Q1
CT-037636,Nomsa Pretorius,sarah.wafula.kil36162@vg-eval.test,254-723-563791,RW,Kericho,2026-04-19T22:50:55Z,active,TRUE,,,KILELE,opted in at checkout
CT-037282,Rose Mokoena,rose.barasa.kil35827@vg-eval.test,,KE,Malindi,2026-02-11T05:14:02Z,active,Y,,,KILELE,
CT-007323,Mary Kamau,peter.barasa.kil7038@vg-eval.test,+254 731 086 528,KE,Malindi,2026-02-17T08:01:53Z,active,true,,,KILELE,
CT-050850,Amina Mokoena,omar.pretorius.kil48859@vg-eval.test,,KE,Kisumu,2026-02-18T16:05:34Z,active,yes,,,KILELE,imported from legacy CRM 2025
CT-005384,Mary Odhiambo,fatima.kamau.kil5174@vg-eval.test,254-707-319509,TZ,Eldoret,2026-03-10T23:04:51Z,active,TRUE,,,KILELE,
CT-061249,Peter Barasa,sipho.vermeulen.kil58812@vg-eval.test,0701301672,ET,"Nairobi, Kenya",2026-02-07T10:49:05Z,Active,no,,,KILELE,referral programme member
CT-017630,Lucy Odhiambo,zanele.wafula.kil16971@vg-eval.test,025725290162,KE,Malindi,2026-03-17T14:38:08Z,active,1,,,KILELE,opted in at checkout
CT-045273,Nomsa Mutua,rose.kamau.kil43500@vg-eval.test,0730193245,UG,Nakuru,2026-02-22T07:31:46Z,active,1,,,KILELE,imported from legacy CRM 2025
CT-011467,Rachid Njoroge,joan.naidoo.kil11025@vg-eval.test,+254 709 723 556,KE,Thika,2026-04-06T11:42:31Z,active,true,,,KILELE,imported from legacy CRM 2025
CT-079718,Peter Vermeulen,karim.berrada.kil76527@vg-eval.test,025700050171,KE,Kericho,2026-03-10T13:35:45Z,active,,,,KILELE,app install cohort Q1
CT-069374,George Nkosi,sarah.tazi.kil66613@vg-eval.test,,KE,Malindi,2026-03-02T07:50:50Z,active,true,,,KILELE,referral programme member
CT-069977,Karim Kamau,thandi.mokoena.kil67189@vg-eval.test,0731165526,RW,Eldoret,2026-02-25T17:44:52Z,active,true,,,KILELE,
CT-048165,Samuel Nkosi,omar.cheruiyot.kil46276@vg-eval.test,0700439689,TZ,Nyeri,2026-02-28T17:14:15Z,active,Y,,,KILELE,
CT-052965,Peter Zahra,dennis.tazi.kil50883@vg-eval.test,0733473752,none,Machakos,2026-04-08T16:59:16Z,bounced,,,,KILELE,loyalty tier: silver
