Full Name,Email,External Id,Phone,Country,Status,City,Signup At,Consent Marketing,Brand Code,Deleted At,Suppressed Until,Notes
Joan Kimani,zanele.odhiambo.kar11250@vg-eval.test,CT-011250,025722359055,ZA,active,Pretoria,2026-04-05T11:08:17Z,FALSE,KAROO,,,
Lerato Tazi,ann.wafula.kar7261@vg-eval.test,CT-007261,0711173606,ZA,unsubscribed,Polokwane,2026-02-09T14:06:48Z,no,KAROO,,,
Daniel Mwangi,diana.mutua.kil52508@vg-eval.test,CT-002657,0705960485,ZA,active,Johannesburg,2026-01-24T14:14:11Z,false,KAROO,,,
Sarah Naidoo,caroline.dlamini.kar1500@vg-eval.test,CT-001500,254-736-266479,ZA,active,Pretoria,2026-04-06T02:50:56Z,yes,KAROO,,,
Salma Kiptoo,sipho.kiptoo.kar6119@vg-eval.test,CT-006119,+254 721 737 210,ZA,active,Pretoria,2026-04-04T09:20:03Z,no,KAROO,,,
Victor Cheruiyot,layla.haddad.kar6416@vg-eval.test,CT-006416,254-721-137262,ZA,active,Cape Town,2026-03-09T18:54:58Z,true,KAROO,,,
Esther Vermeulen,dennis.bennani.kar8416@vg-eval.test,CT-008416,254-705-831993,ZA,active,Durban,2026-04-01T16:06:16Z,0,KAROO,,,
George Dlamini,samuel.mutua.kar1370@vg-eval.test,CT-001370,025702346254,ZA,active,Johannesburg,2026-02-03T09:19:36Z,false,KAROO,,,
Brian Wafula,johan.nkosi.kar2887@vg-eval.test,CT-002887,+254 710 177 977,ZA,active,Gqeberha,2026-02-06T11:20:45Z,TRUE,KAROO,,,
Rachid Zahra,nancy.pretorius.kar354@vg-eval.test,CT-000354,025718447142,ZA,active,Durban,2026-01-24T22:51:05Z,false,KAROO,,,
Zanele Wanjiru,thandi.dlamini.kar6819@vg-eval.test,CT-006819,+254 708 578 893,ZA,active,East London,2026-04-05T13:15:28Z,no,KAROO,,,
Johan Barasa,caroline.nkosi.kar11235@vg-eval.test,CT-011235,+254 728 059 810,ZA,active,Bloemfontein,2026-04-13T12:18:32Z,1,KAROO,,,
Yassine Fassi,nomsa.zahra.kar5182@vg-eval.test,CT-005182,025705745613,ZA,active,Bloemfontein,2026-04-05T03:57:30Z,1,KAROO,,,
Rose Vermeulen,rachid.odhiambo.kar1174@vg-eval.test,CT-001174,025717472103,ZA,active,Pretoria,2026-02-03T07:31:19Z,f,KAROO,,,
Karim Njenga,yassine.zahra.kar8622@vg-eval.test,CT-008622,025706258006,ZA,active,Gqeberha,2026-04-08T21:35:01Z,0,KAROO,,,
Michael Kiptoo,john.nkosi.kar11814@vg-eval.test,CT-011814,025708909764,ZA,active,East London,2026-01-24T09:33:58Z,true,KAROO,,,
Peter Mutua,omar.pretorius.kar10677@vg-eval.test,CT-010677,0716357596,ZA,active,Johannesburg,2026-01-05T16:17:05Z,false,KAROO,,,
Salma Haddad,isaac.elidrissi.kil67815@vg-eval.test,CT-002518,025734402024,ZA,active,East London,2026-04-14T18:11:34Z,true,KAROO,,,
Paul Mokoena,layla.dlamini.kar2925@vg-eval.test,CT-002925,0717873399,ZA,active,Gqeberha,2026-04-05T17:41:39Z,true,KAROO,,,
Rachid Dlamini,grace.otieno.kar9212@vg-eval.test,CT-009212,254-726-993819,ZA,unsubscribed,East London,2026-04-16T03:00:51Z,1,KAROO,,,
Pieter Naidoo,layla.otieno.kar6116@vg-eval.test,CT-006116,254-724-330224,ZA,active,Durban,2026-04-14T15:41:32Z,1,KAROO,,,
Ruth Kamau,sarah.njoroge.kar7226@vg-eval.test,CT-007226,025705650056,ZA,active,Gqeberha,2026-03-07T14:06:50Z,FALSE,KAROO,,,
Victor Nkosi,pieter.bennani.kar3780@vg-eval.test,CT-003780,254-719-226536,ZA,active,Cape Town,2026-03-02T16:07:36Z,TRUE,KAROO,,,
Rose Kimani,sarah.alaoui.kar7787@vg-eval.test,CT-007787,+254 718 929 511,ZA,active,Bloemfontein,2026-04-04T05:02:15Z,true,KAROO,,,
Victor Achieng,salma.berrada.kar4612@vg-eval.test,CT-004612,254-722-813703,ZA,active,Durban,2026-04-13T13:22:54Z,FALSE,KAROO,,,
John Bennani,brian.barasa.kar8456@vg-eval.test,CT-008456,254-737-099376,ZA,active,Cape Town,2026-01-18T13:28:48Z,no,KAROO,,,
Mary Alaoui,rose.vermeulen.kar11190@vg-eval.test,CT-011190,025703703315,ZA,active,Bloemfontein,2026-01-14T22:15:22Z,Y,KAROO,,,
Rachid Barasa,sipho.alaoui.kar10258@vg-eval.test,CT-010258,025711366142,ZA,active,Bloemfontein,2026-04-01T16:28:44Z,1,KAROO,,,
Ann Cheruiyot,grace.njoroge.kar2007@vg-eval.test,CT-002007,+254 700 938 037,ZA,active,Cape Town,2026-03-25T01:43:33Z,0,KAROO,,,
Karim Njoroge,johan.berrada.kar7374@vg-eval.test,CT-007374,025711030415,ZA,active,Polokwane,2026-03-14T03:39:21Z,0,KAROO,,,
Victor Njenga,alice.zahra.kar7417@vg-eval.test,CT-007417,0735047985,ZA,active,Cape Town,2026-02-26T19:04:15Z,yes,KAROO,,,
Mercy Kamau,george.kamau.kar6593@vg-eval.test,CT-006593,0714633966,ZA,active,Cape Town,2026-03-29T00:36:55Z,true,KAROO,,,
Ruth Elidrissi,ann.cheruiyot.kar5824@vg-eval.test,CT-005824,254-726-376569,ZA,active,Cape Town,2026-01-18T22:27:30Z,FALSE,KAROO,,,
Faith Elidrissi,salma.njoroge.kar2509@vg-eval.test,CT-002509,0714666009,ZA,active,Durban,2026-02-04T00:15:59Z,Y,KAROO,,,
John Mokoena,ann.zahra.kar2514@vg-eval.test,CT-002514,025720707596,ZA,unsubscribed,Durban,2026-04-08T00:19:39Z,0,KAROO,,,
Zanele Achieng,david.mwangi.kar6646@vg-eval.test,CT-006646,025736248828,ZA,active,Polokwane,2026-04-15T12:56:36Z,TRUE,KAROO,,,
Zanele Tazi,sipho.elidrissi.kar3692@vg-eval.test,CT-003692,254-707-301591,ZA,unsubscribed,Bloemfontein,2026-01-13T20:28:28Z,yes,KAROO,,,
Brian Achieng,karim.wafula.kar9789@vg-eval.test,CT-009789,0731809236,ZA,active,Durban,2026-03-27T12:16:50Z,0,KAROO,,,
Nancy Mutua,omar.njoroge.kar12180@vg-eval.test,CT-012180,254-705-836184,ZA,active,Durban,2026-02-22T11:28:34Z,yes,KAROO,,,
Mercy Njoroge,sarah.benali.kil50474@vg-eval.test,CT-008524,254-707-389894,ZA,active,Durban,2026-01-27T07:22:19Z,f,KAROO,,,
Diana Mwangi,isaac.otieno.kar3571@vg-eval.test,CT-003571,+254 718 255 489,ZA,active,East London,2026-01-04T07:19:35Z,0,KAROO,,,
Amina Kimani,mary.njenga.kar5630@vg-eval.test,CT-005630,025714783966,ZA,active,Polokwane,2026-02-26T08:06:38Z,1,KAROO,,,
Mary Otieno,dennis.pretorius.kar2287@vg-eval.test,CT-002287,+254 714 407 483,ZA,bounced,Bloemfontein,2026-01-09T17:52:09Z,no,KAROO,,,
John Odhiambo,amina.pretorius.kar12088@vg-eval.test,CT-012088,254-736-763931,ZA,bounced,Bloemfontein,2026-03-22T22:28:39Z,0,KAROO,,,
Alice Wanjiru,john.okoth.kar1079@vg-eval.test,CT-001079,+254 732 840 091,ZA,active,Pretoria,2026-03-17T16:50:14Z,no,KAROO,,,
Sipho Cheruiyot,james.berrada.kar10217@vg-eval.test,CT-010217,0728176198,ZA,active,Cape Town,2026-03-27T05:16:31Z,true,KAROO,,,
Brian Pretorius,caroline.okoth.kar8565@vg-eval.test,CT-008565,0731451053,ZA,active,Polokwane,2026-02-01T00:04:10Z,1,KAROO,,,
Faith Fassi,george.barasa.kar5507@vg-eval.test,CT-005507,+254 707 136 333,ZA,active,Cape Town,2026-02-24T18:04:49Z,f,KAROO,,,
Ruth Vermeulen,james.benali.kar5658@vg-eval.test,CT-005658,025739234929,ZA,active,Gqeberha,2026-02-14T13:12:19Z,no,KAROO,,,
Grace Tazi,ann.barasa.kar9488@vg-eval.test,CT-009488,254-712-454428,ZA,active,Polokwane,2026-04-02T01:39:43Z,FALSE,KAROO,,,
Faith Mwangi,nomsa.cheruiyot.kar9370@vg-eval.test,CT-009370,025717691194,ZA,active,Durban,2026-02-26T07:49:36Z,f,KAROO,,,
Ann Nkosi,johan.kamau.kar11542@vg-eval.test,CT-011542,025700085191,ZA,active,Gqeberha,2026-02-01T15:19:10Z,yes,KAROO,,,
Mary Haddad,nancy.mwangi.kil62004@vg-eval.test,CT-011922,025701711634,ZA,active,Polokwane,2026-02-23T07:57:30Z,yes,KAROO,,,
Karim Cheruiyot,leak.kil.38@vg-eval.test,CT-900038,+254 724 545 014,KE,active,Nairobi,2026-01-02T12:32:27Z,true,KILELE,,,
Joan Mutua,kevin.okoth.kar12008@vg-eval.test,CT-012008,254-728-535931,ZA,active,Gqeberha,2026-02-03T00:26:00Z,Y,KAROO,,,
Caroline Tazi,paul.zahra.kil18121@vg-eval.test,CT-008200,254-711-574811,ZA,bounced,Durban,2026-03-10T02:15:04Z,0,KAROO,,,
Isaac Vermeulen,rose.odhiambo.kar9928@vg-eval.test,CT-009928,254-729-796312,ZA,active,Johannesburg,2026-03-31T19:27:22Z,0,KAROO,,,
Omar Tazi,ann.bennani.kar9419@vg-eval.test,CT-009419,+254 706 611 312,ZA,active,Cape Town,2026-02-14T14:49:32Z,yes,KAROO,,,
John Pretorius,alice.fassi.kar3958@vg-eval.test,CT-003958,025732790295,ZA,active,Johannesburg,2026-03-04T10:58:56Z,true,KAROO,,,
Michael Bennani,johan.nkosi.kar1251@vg-eval.test,CT-001251,+254 732 267 753,ZA,active,East London,2026-02-18T14:19:42Z,false,KAROO,,,
Isaac Njenga,peter.vermeulen.kar8279@vg-eval.test,CT-008279,+254 707 917 111,ZA,active,Durban,2026-01-18T11:39:07Z,Y,KAROO,,,
Joan Bennani,alice.dlamini.kar9165@vg-eval.test,CT-009165,0719637459,ZA,active,Bloemfontein,2026-02-17T03:51:59Z,no,KAROO,,,
Caroline Tazi,john.njoroge.kar1037@vg-eval.test,CT-001037,0700395427,ZA,unsubscribed,Johannesburg,2026-01-01T05:05:48Z,f,KAROO,,,
Kevin Vermeulen,amina.nkosi.kar8950@vg-eval.test,CT-008950,025705824085,ZA,active,Pretoria,2026-02-16T08:42:35Z,false,KAROO,,,
Nomsa Elidrissi,daniel.mutua.kar1335@vg-eval.test,CT-001335,+254 725 068 352,ZA,active,East London,2026-01-05T18:06:20Z,false,KAROO,,,
Sarah Kimani,zanele.fassi.kar321@vg-eval.test,CT-000321,0732293700,ZA,active,Pretoria,2026-02-23T20:44:46Z,0,KAROO,,,
Samuel Zahra,mary.benali.kar6343@vg-eval.test,CT-006343,+254 711 947 509,ZA,active,Cape Town,2026-03-16T11:09:20Z,true,KAROO,,,
Victor Vermeulen,lucy.wafula.kar9713@vg-eval.test,CT-009713,0734933929,ZA,active,Durban,2026-01-21T13:23:22Z,FALSE,KAROO,,,
Lerato Odhiambo,salma.barasa.kar8241@vg-eval.test,CT-008241,0718217047,ZA,unsubscribed,Polokwane,2026-01-08T23:37:12Z,true,KAROO,,,
Lerato Kiptoo,zanele.vermeulen.kar7812@vg-eval.test,CT-007812,254-707-841600,ZA,active,Bloemfontein,2026-02-01T14:09:46Z,f,KAROO,,,
Lerato Mutua,george.vermeulen.kar10945@vg-eval.test,CT-010945,0721552704,ZA,active,East London,2026-02-26T01:20:17Z,FALSE,KAROO,,,
Amina Otieno,dennis.mutua.kar5592@vg-eval.test,CT-005592,254-704-615357,ZA,active,Pretoria,2026-03-14T05:47:38Z,false,KAROO,,,
Ann Kiptoo,brian.haddad.kil66635@vg-eval.test,CT-003514,025733257306,ZA,active,Durban,2026-03-07T13:33:24Z,f,KAROO,,,
Yassine Mwangi,david.otieno.kar8495@vg-eval.test,CT-008495,+254 715 576 160,ZA,active,Bloemfontein,2026-01-02T07:17:36Z,1,KAROO,,,
Fatima Njenga,diana.dlamini.kar3714@vg-eval.test,CT-003714,025724932175,ZA,active,Cape Town,2026-01-03T14:45:09Z,no,KAROO,,,
Sarah Kiptoo,grace.bennani.kar1005@vg-eval.test,CT-001005,0708962249,ZA,active,Bloemfontein,2026-04-04T03:41:56Z,f,KAROO,,,
Sipho Kimani,victor.tazi.kar7450@vg-eval.test,CT-007450,025709378224,ZA,active,Durban,2026-03-27T06:56:38Z,yes,KAROO,,,
Michael Wafula,diana.odhiambo.kar4394@vg-eval.test,CT-004394,025722244406,ZA,bounced,Polokwane,2026-02-05T07:36:32Z,1,KAROO,,,
Johan Tazi,omar.odhiambo.kil40715@vg-eval.test,CT-006143,+254 701 632 671,ZA,active,Johannesburg,2026-02-15T08:15:58Z,TRUE,KAROO,,,
Diana Naidoo,samuel.mokoena.kar10360@vg-eval.test,CT-010360,254-722-218771,ZA,active,Cape Town,2026-03-11T03:37:28Z,true,KAROO,,,
Nancy Bennani,james.wafula.kil54938@vg-eval.test,CT-002569,0706245103,ZA,active,Gqeberha,2026-01-30T02:55:56Z,1,KAROO,,,
Amina Bennani,fatima.okoth.kar6030@vg-eval.test,CT-006030,025711427003,ZA,active,Pretoria,2026-03-27T09:38:41Z,TRUE,KAROO,,,
Mary Benali,james.cheruiyot.kar11461@vg-eval.test,CT-011461,0731271267,ZA,active,Durban,2026-02-13T05:31:12Z,yes,KAROO,,,
Michael Cheruiyot,kevin.zahra.kar12250@vg-eval.test,CT-012250,025707078055,ZA,active,Cape Town,2026-04-09T09:45:48Z,f,KAROO,,,
George Wafula,zanele.zahra.kar2895@vg-eval.test,CT-002895,+254 701 137 356,ZA,active,Bloemfontein,2026-03-08T00:01:28Z,yes,KAROO,,,
Paul Wafula,michael.fassi.kar4118@vg-eval.test,CT-004118,025715329053,ZA,active,Polokwane,2026-03-03T07:39:59Z,0,KAROO,,,
Lerato Kiptoo,mary.vermeulen.kar11854@vg-eval.test,CT-011854,025709856324,ZA,active,Bloemfontein,2026-01-17T15:08:30Z,yes,KAROO,,,
Grace Barasa,diana.naidoo.kil379@vg-eval.test,CT-002097,0731808131,ZA,active,Bloemfontein,2026-01-13T03:43:10Z,f,KAROO,,,
Simon Naidoo,fatima.fassi.kar11266@vg-eval.test,CT-011266,025702303370,ZA,active,Polokwane,2026-02-24T10:14:42Z,no,KAROO,,,
George Mokoena,yassine.njenga.kar403@vg-eval.test,CT-000403,+254 702 260 030,ZA,active,Polokwane,2026-01-21T08:17:20Z,no,KAROO,,,
George Haddad,omar.njoroge.kar12232@vg-eval.test,CT-012232,254-711-798430,ZA,active,Polokwane,2026-02-17T18:16:22Z,no,KAROO,,,
Daniel Haddad,mary.okoth.kar4101@vg-eval.test,CT-004101,0738040072,ZA,active,Polokwane,2026-01-09T15:50:33Z,TRUE,KAROO,,,
Faith Zahra,michael.mokoena.kar2290@vg-eval.test,CT-002290,025716585722,ZA,active,East London,2026-04-09T18:22:30Z,Y,KAROO,,,
Caroline Alaoui,ruth.haddad.kar10938@vg-eval.test,CT-010938,025732950967,ZA,active,Pretoria,2026-04-11T17:23:34Z,TRUE,KAROO,,,
Grace Zahra,karim.nkosi.kar3592@vg-eval.test,CT-003592,254-724-472159,ZA,unsubscribed,Bloemfontein,2026-03-23T02:01:37Z,0,KAROO,,,
John Tazi,joan.mutua.kar7248@vg-eval.test,CT-007248,254-730-149350,ZA,active,East London,2026-01-08T19:50:22Z,f,KAROO,,,
John Kimani,faith.otieno.kar8902@vg-eval.test,CT-008902,025731055406,ZA,active,Polokwane,2026-01-11T08:26:16Z,f,KAROO,,,
Sipho Bennani,layla.otieno.kar8763@vg-eval.test,CT-008763,+254 713 044 143,ZA,active,Bloemfontein,2026-02-19T14:26:13Z,no,KAROO,,,
Pieter Okoth,sarah.zahra.kar3407@vg-eval.test,CT-003407,+254 716 367 358,ZA,active,East London,2026-04-16T03:05:51Z,no,KAROO,,,
Brian Wafula,david.mwangi.kil54834@vg-eval.test,CT-008021,0709569263,ZA,active,Bloemfontein,2026-03-28T02:39:09Z,FALSE,KAROO,,,
Johan Achieng,thandi.kamau.kar10450@vg-eval.test,CT-010450,025729879338,ZA,unsubscribed,Pretoria,2026-02-19T03:44:11Z,no,KAROO,,,
Alice Barasa,zanele.njenga.kar2686@vg-eval.test,CT-002686,025734587845,ZA,active,Gqeberha,2026-03-31T22:17:35Z,TRUE,KAROO,,,
Salma Mwangi,isaac.bennani.kar464@vg-eval.test,CT-000464,254-720-298022,ZA,unsubscribed,Gqeberha,2026-02-26T00:46:44Z,1,KAROO,,,
Simon Naidoo,joan.mutua.kar11553@vg-eval.test,CT-011553,0701085543,ZA,bounced,Cape Town,2026-03-22T22:09:27Z,no,KAROO,,,
Lerato Wanjiru,brian.elidrissi.kar8443@vg-eval.test,CT-008443,+254 701 744 853,ZA,active,Pretoria,2026-02-22T15:03:04Z,0,KAROO,,,
Victor Odhiambo,ruth.fassi.kil37842@vg-eval.test,CT-011153,0703861401,ZA,active,Bloemfontein,2026-01-30T07:50:44Z,TRUE,KAROO,,,
Daniel Cheruiyot,peter.alaoui.kar123@vg-eval.test,CT-000123,+254 707 905 168,ZA,active,Durban,2026-04-02T06:52:11Z,no,KAROO,,,
John Berrada,dennis.kimani.kil27766@vg-eval.test,CT-002886,025715355703,ZA,active,Durban,2026-03-17T18:07:14Z,0,KAROO,,,
George Bennani,thandi.tazi.kar3901@vg-eval.test,CT-003901,0726006015,ZA,active,Gqeberha,2026-04-13T11:59:01Z,Y,KAROO,,,
Mary Cheruiyot,mary.achieng.kar933@vg-eval.test,CT-000933,0710006323,ZA,active,Cape Town,2026-03-11T00:08:59Z,f,KAROO,,,
John Kimani,simon.odhiambo.kar3745@vg-eval.test,CT-003745,0736496555,ZA,active,Gqeberha,2026-02-19T01:40:37Z,FALSE,KAROO,,,
Fatima Cheruiyot,omar.otieno.kar3378@vg-eval.test,CT-003378,025724700502,ZA,active,Johannesburg,2026-01-17T17:09:53Z,no,KAROO,,,
Sipho Fassi,lerato.dlamini.kar5853@vg-eval.test,CT-005853,0725551974,ZA,active,Polokwane,2026-02-07T16:06:12Z,FALSE,KAROO,,,
Samuel Zahra,mary.mutua.kil68364@vg-eval.test,CT-011623,+254 706 030 981,ZA,active,Gqeberha,2026-04-15T12:14:06Z,f,KAROO,,,
John Mutua,lerato.bennani.kil70540@vg-eval.test,CT-005320,254-717-193017,ZA,active,Bloemfontein,2026-03-15T17:42:22Z,yes,KAROO,,,
Victor Bennani,dennis.mwangi.kar4421@vg-eval.test,CT-004421,0739780245,ZA,active,Johannesburg,2026-03-25T05:51:20Z,FALSE,KAROO,,,
Lerato Cheruiyot,james.okoth.kar7840@vg-eval.test,CT-007840,254-733-310724,ZA,active,Bloemfontein,2026-03-09T18:48:54Z,true,KAROO,,,
Caroline Elidrissi,layla.njenga.kar6417@vg-eval.test,CT-006417,0724630834,ZA,active,Bloemfontein,2026-01-24T14:27:22Z,f,KAROO,,,
Esther Nkosi,ruth.alaoui.kar1787@vg-eval.test,CT-001787,+254 713 482 834,ZA,active,Gqeberha,2026-02-11T19:09:52Z,0,KAROO,,,
George Mokoena,thandi.kiptoo.kar6786@vg-eval.test,CT-006786,025729842626,ZA,active,East London,2026-03-28T13:37:17Z,yes,KAROO,,,
Victor Barasa,samuel.berrada.kar7735@vg-eval.test,CT-007735,+254 730 980 825,ZA,bounced,East London,2026-03-19T15:03:30Z,Y,KAROO,,,
Amina Nkosi,john.barasa.kar1315@vg-eval.test,CT-001315,+254 700 980 376,ZA,active,Gqeberha,2026-02-14T03:14:45Z,f,KAROO,,,
Sarah Alaoui,nomsa.vermeulen.kar3162@vg-eval.test,CT-003162,025709148415,ZA,unsubscribed,Cape Town,2026-02-06T09:25:50Z,no,KAROO,,,
Yassine Achieng,james.zahra.kar1750@vg-eval.test,CT-001750,025704310044,ZA,active,Pretoria,2026-03-11T16:18:48Z,true,KAROO,,,
Peter Haddad,salma.haddad.kar12258@vg-eval.test,CT-012258,025734826633,ZA,active,Durban,2026-02-02T16:34:25Z,no,KAROO,,,
George Dlamini,omar.kimani.kar1901@vg-eval.test,CT-001901,0716372565,ZA,active,Cape Town,2026-04-13T01:15:19Z,false,KAROO,,,
Brian Zahra,lucy.berrada.kar1121@vg-eval.test,CT-001121,0709869322,ZA,active,Gqeberha,2026-03-21T23:01:22Z,yes,KAROO,,,
Mary Njenga,rachid.mutua.kar2638@vg-eval.test,CT-002638,025730393811,ZA,active,Bloemfontein,2026-01-13T18:58:57Z,true,KAROO,,,
Mercy Okoth,ruth.dlamini.kar6746@vg-eval.test,CT-006746,025709928069,ZA,active,Gqeberha,2026-03-29T16:31:37Z,f,KAROO,,,
George Elidrissi,kevin.kimani.kar5160@vg-eval.test,CT-005160,254-727-783439,ZA,active,Pretoria,2026-02-14T06:34:27Z,true,KAROO,,,
Joan Kimani,mary.zahra.kar7797@vg-eval.test,CT-007797,0719865444,ZA,active,Cape Town,2026-04-13T04:49:26Z,yes,KAROO,,,
Esther Okoth,john.naidoo.kil41879@vg-eval.test,CT-010796,254-716-628334,ZA,active,Gqeberha,2026-02-09T07:44:15Z,yes,KAROO,,,
Ann Naidoo,pieter.mokoena.kar6551@vg-eval.test,CT-006551,+254 729 470 915,ZA,active,Durban,2026-01-31T03:12:52Z,TRUE,KAROO,,,
Layla Wanjiru,faith.dlamini.kar6054@vg-eval.test,CT-006054,025729114490,ZA,active,Cape Town,2026-01-23T16:33:40Z,TRUE,KAROO,,,
Rose Mutua,lerato.otieno.kar9163@vg-eval.test,CT-009163,+254 723 156 294,ZA,bounced,Johannesburg,2026-04-09T19:33:41Z,no,KAROO,,,
Sipho Pretorius,yassine.alaoui.kar10216@vg-eval.test,CT-010216,254-728-369863,ZA,active,Gqeberha,2026-04-12T05:27:32Z,false,KAROO,,,
Michael Okoth,alice.achieng.kar11241@vg-eval.test,CT-011241,0714963299,ZA,active,Bloemfontein,2026-02-02T06:56:14Z,0,KAROO,,,
Esther Odhiambo,yassine.barasa.kar4635@vg-eval.test,CT-004635,+254 736 725 442,ZA,active,Johannesburg,2026-03-27T17:49:33Z,true,KAROO,,,
Karim Pretorius,thandi.vermeulen.kar12157@vg-eval.test,CT-012157,0712801342,ZA,unsubscribed,Pretoria,2026-03-04T13:39:43Z,0,KAROO,,,
Lucy Kiptoo,simon.naidoo.kar7529@vg-eval.test,CT-007529,0733561288,ZA,active,Gqeberha,2026-03-31T21:30:13Z,Y,KAROO,,,
Lerato Elidrissi,rose.dlamini.kar11944@vg-eval.test,CT-011944,254-722-134295,ZA,active,Bloemfontein,2026-02-12T01:21:33Z,true,KAROO,,,
Nancy Bennani,yassine.bennani.kar3551@vg-eval.test,CT-003551,+254 709 306 679,ZA,active,Cape Town,2026-03-25T19:56:33Z,no,KAROO,,,
Nomsa Vermeulen,karim.vermeulen.kar5431@vg-eval.test,CT-005431,+254 714 880 174,ZA,unsubscribed,Bloemfontein,2026-02-20T15:16:20Z,1,KAROO,,,
Rachid Benali,isaac.tazi.kar1371@vg-eval.test,CT-001371,+254 714 014 943,ZA,active,Polokwane,2026-01-16T11:43:00Z,TRUE,KAROO,,,
Rachid Achieng,zanele.alaoui.kar2188@vg-eval.test,CT-002188,254-714-880741,ZA,active,East London,2026-04-14T17:48:38Z,Y,KAROO,,,
Omar Tazi,ruth.wanjiru.kar11179@vg-eval.test,CT-011179,+254 710 691 428,ZA,active,Durban,2026-03-23T01:19:15Z,1,KAROO,,,
Victor Njenga,victor.otieno.kar4764@vg-eval.test,CT-004764,254-714-531845,ZA,unsubscribed,Polokwane,2026-01-17T06:23:22Z,FALSE,KAROO,,,
Johan Kimani,ruth.dlamini.kar8360@vg-eval.test,CT-008360,254-704-411243,ZA,active,Cape Town,2026-03-29T22:32:59Z,false,KAROO,,,
John Otieno,james.pretorius.kar11495@vg-eval.test,CT-011495,+254 725 796 310,ZA,active,Bloemfontein,2026-03-22T23:27:10Z,yes,KAROO,,,
Simon Elidrissi,faith.nkosi.kar2894@vg-eval.test,CT-002894,025739924182,ZA,active,Bloemfontein,2026-01-31T06:53:32Z,FALSE,KAROO,,,
John Elidrissi,lerato.bennani.kar1869@vg-eval.test,CT-001869,0724924278,ZA,unsubscribed,Johannesburg,2026-02-08T12:14:26Z,TRUE,KAROO,,,
Salma Barasa,rachid.naidoo.kar2221@vg-eval.test,CT-002221,0701853721,ZA,active,Johannesburg,2026-01-18T04:41:19Z,no,KAROO,,,
Lucy Njenga,daniel.njenga.kar2104@vg-eval.test,CT-002104,254-710-762504,ZA,active,Durban,2026-02-16T23:20:59Z,false,KAROO,,,
Pieter Kamau,rose.mokoena.kil34206@vg-eval.test,CT-007599,+254 727 058 822,ZA,unsubscribed,Cape Town,2026-01-04T23:44:03Z,true,KAROO,,,
Ruth Fassi,simon.barasa.kil68220@vg-eval.test,CT-004484,254-721-836549,ZA,active,Durban,2026-01-09T02:17:41Z,f,KAROO,,,
John Odhiambo,layla.bennani.kar12152@vg-eval.test,CT-012152,254-702-264528,ZA,active,Gqeberha,2026-01-12T11:14:20Z,true,KAROO,,,
Fatima Okoth,michael.wafula.kar6096@vg-eval.test,CT-006096,254-735-860164,ZA,active,Bloemfontein,2026-02-09T03:02:09Z,FALSE,KAROO,,,
Karim Wanjiru,nomsa.benali.kar6841@vg-eval.test,CT-006841,0727899134,ZA,active,Durban,2026-03-12T18:52:29Z,f,KAROO,,,
Isaac Bennani,john.kimani.kil44772@vg-eval.test,CT-001135,+254 711 592 618,ZA,active,Durban,2026-03-26T10:03:18Z,1,KAROO,,,
Fatima Tazi,rose.kimani.kar3847@vg-eval.test,CT-003847,+254 737 767 326,ZA,active,Cape Town,2026-01-18T01:35:08Z,TRUE,KAROO,,,
Karim Njenga,johan.mokoena.kar4551@vg-eval.test,CT-004551,+254 708 010 312,ZA,active,Johannesburg,2026-04-15T15:38:15Z,true,KAROO,,,
Karim Nkosi,mercy.bennani.kar4807@vg-eval.test,CT-004807,+254 704 220 019,ZA,active,Bloemfontein,2026-02-15T12:32:43Z,true,KAROO,,,
Sipho Zahra,paul.achieng.kar5766@vg-eval.test,CT-005766,025703382024,ZA,active,Pretoria,2026-03-09T04:21:08Z,TRUE,KAROO,,,
Sipho Elidrissi,simon.benali.kar4513@vg-eval.test,CT-004513,0701915470,ZA,active,East London,2026-03-09T06:27:59Z,false,KAROO,,,
Diana Elidrissi,zanele.barasa.kar4958@vg-eval.test,CT-004958,025704091347,ZA,active,Pretoria,2026-03-16T23:38:28Z,0,KAROO,,,
Daniel Wanjiru,pieter.kamau.kar7274@vg-eval.test,CT-007274,025724872688,ZA,active,Polokwane,2026-01-04T02:48:26Z,1,KAROO,,,
Thandi Wanjiru,caroline.naidoo.kar8792@vg-eval.test,CT-008792,254-739-827560,ZA,active,Bloemfontein,2026-02-05T17:17:08Z,true,KAROO,,,
Omar Odhiambo,rachid.tazi.kar7022@vg-eval.test,CT-007022,025700740017,ZA,unsubscribed,East London,2026-03-26T17:50:43Z,false,KAROO,,,
George Berrada,george.wafula.kar8034@vg-eval.test,CT-008034,025712854934,ZA,active,Johannesburg,2026-02-26T03:10:35Z,0,KAROO,,,
Paul Cheruiyot,mercy.bennani.kar2767@vg-eval.test,CT-002767,+254 727 328 944,ZA,active,East London,2026-03-12T22:42:59Z,false,KAROO,,,
Joan Kimani,rachid.odhiambo.kil69529@vg-eval.test,CT-008256,254-702-762094,ZA,active,Cape Town,2026-04-10T15:21:19Z,false,KAROO,,,
Joan Barasa,layla.haddad.kar11503@vg-eval.test,CT-011503,+254 709 770 466,ZA,bounced,Polokwane,2026-01-24T17:06:09Z,TRUE,KAROO,,,
Daniel Alaoui,caroline.barasa.kar10895@vg-eval.test,CT-010895,+254 730 152 799,ZA,active,Bloemfontein,2026-01-23T14:56:25Z,no,KAROO,,,
